id,date,postcode,property_type,whether_old_or_new,freehold_or_leasehold,address1,address2,address3,town,local_aut,county,region,type1,type2,postcode_short,price,total_floor_area,current_energy_rating,co2_emissions_current,co2_emissions_potential,energy_consumption_current,energy_consumption_potential,windows_energy_eff,tenure,district,latitude,longitude,altitude,london_zone,nearest_station,distance_to_station,water_company,average_income,pricePerSqmtr
{9DBAD222-2B84-6EB3-E053-6B04A8C0F257},2020-01-06T00:00:00Z,BR1 1AA,F,N,L,HENRY HOUSE,FLAT 19,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,146000,66,B,0.7,0.7,64,64,Very Good,unknown,Bromley,51.401546,0.015415,71,5,Bromley South,0.218257,Thames Water,63100,2212.121212
{7E86B6FB-423C-458C-E053-6B04A8C0C84C},2018-11-30T00:00:00Z,BR1 1AA,F,N,L,HENRY HOUSE,FLAT 28,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,99000,50,B,0.6,0.6,68,68,Very Good,owner-occupied,Bromley,51.401546,0.015415,71,5,Bromley South,0.218257,Thames Water,63100,1980
{9DBAD222-2B0C-6EB3-E053-6B04A8C0F257},2019-12-09T00:00:00Z,BR1 1AB,F,N,L,"THE OLD POST OFFICE, 3B",APARTMENT 1,EAST STREET,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,445000,64.72,C,1.9,1.9,151,151,Good,owner-occupied,Bromley,51.406333,0.015208,71,4,Bromley North,0.253666,Thames Water,56100,6875.772559
{2AC10E4F-F818-1AF6-E050-A8C063052BA1},2015-12-18T00:00:00Z,BR1 1AB,F,N,L,"THE OLD POST OFFICE, 3B",APARTMENT 1,EAST STREET,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,425000,64.72,C,1.9,1.9,151,151,Good,owner-occupied,Bromley,51.406333,0.015208,71,4,Bromley North,0.253666,Thames Water,56100,6566.749073
{597E86F9-2751-4A98-817B-8799AAEFDB46},2012-04-12T00:00:00Z,BR1 1AB,F,N,L,"THE OLD POST OFFICE, 3B",APARTMENT 1,EAST STREET,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,300000,64.72,C,1.9,1.9,151,151,Good,owner-occupied,Bromley,51.406333,0.015208,71,4,Bromley North,0.253666,Thames Water,56100,4635.352287
{21E5FEB7-5B1D-2439-E050-A8C06205342E},2015-02-26T00:00:00Z,BR1 1AB,F,N,L,"THE OLD POST OFFICE, 3B",APARTMENT 3,EAST STREET,NA,BROMLEY,BROMLEY,GREATER LONDON,B,A,BR1,240000,70.35,C,2,2,146,146,Good,owner-occupied,Bromley,51.406333,0.015208,71,4,Bromley North,0.253666,Thames Water,56100,3411.513859
{31DFBAB0-C76B-4F84-BFA9-2023DFE5120F},2012-04-04T00:00:00Z,BR1 1AB,F,Y,L,"THE OLD POST OFFICE, 3B",APARTMENT 3,EAST STREET,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,215000,70.35,C,2,2,146,146,Good,owner-occupied,Bromley,51.406333,0.015208,71,4,Bromley North,0.253666,Thames Water,56100,3056.147832
{E953E0D9-504B-4A67-8C41-E9E95FE50F75},2012-03-23T00:00:00Z,BR1 1AB,F,Y,L,"THE OLD POST OFFICE, 3B",APARTMENT 4,EAST STREET,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,232000,74.47,C,2.3,2.3,162,162,Good,owner-occupied,Bromley,51.406333,0.015208,71,4,Bromley North,0.253666,Thames Water,56100,3115.348462
{FE885678-1054-40D2-819E-14DA6DDB0E20},2012-04-23T00:00:00Z,BR1 1AB,F,N,L,"THE OLD POST OFFICE, 3B",APARTMENT 5,EAST STREET,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,265000,64.72,C,1.5,1.5,118,118,Good,owner-occupied,Bromley,51.406333,0.015208,71,4,Bromley North,0.253666,Thames Water,56100,4094.561187
{7F228CDE-BED9-443F-AD1E-31486F1537E1},2015-06-30T00:00:00Z,BR1 1AB,F,N,L,"THE OLD POST OFFICE, 3B",APARTMENT 6,EAST STREET,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,330500,64.72,C,1.5,1.5,118,118,Good,owner-occupied,Bromley,51.406333,0.015208,71,4,Bromley North,0.253666,Thames Water,56100,5106.613103
{42537381-B9F8-428C-8BE0-895C6E30CC95},2012-04-04T00:00:00Z,BR1 1AB,F,Y,L,"THE OLD POST OFFICE, 3B",APARTMENT 6,EAST STREET,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,250000,64.72,C,1.5,1.5,118,118,Good,owner-occupied,Bromley,51.406333,0.015208,71,4,Bromley North,0.253666,Thames Water,56100,3862.793572
{2BDBEAB5-DECE-4437-ABC3-6243767DB1A2},2012-03-30T00:00:00Z,BR1 1AB,F,Y,L,"THE OLD POST OFFICE, 3B",APARTMENT 7,EAST STREET,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,203000,70.35,C,1.5,1.5,113,113,Good,owner-occupied,Bromley,51.406333,0.015208,71,4,Bromley North,0.253666,Thames Water,56100,2885.572139
{D8AAE287-CD67-4214-9480-A31F06D8739A},2012-03-30T00:00:00Z,BR1 1AB,F,Y,L,"THE OLD POST OFFICE, 3B",APARTMENT 8,EAST STREET,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,219000,74.47,C,1.5,1.5,106,106,Good,owner-occupied,Bromley,51.406333,0.015208,71,4,Bromley North,0.253666,Thames Water,56100,2940.781523
{9CE34AAB-367B-43BC-A4ED-4FEF9A268D5B},2014-07-25T00:00:00Z,BR1 1AE,F,N,L,HAWKSWORTH HOUSE,FLAT 21,TETTY WAY,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,325000,75.55,B,1.8,1.6,141,132,Average,rental (social),Bromley,51.404543,0.014195,71,4,Bromley North,0.462939,Thames Water,63100,4301.786896
{965B6D91-D514-95E4-E053-6C04A8C07729},2019-10-16T00:00:00Z,BR1 1AE,F,N,L,HAWKSWORTH HOUSE,FLAT 2,TETTY WAY,NA,BROMLEY,BROMLEY,GREATER LONDON,B,A,BR1,255000,50,C,1.1,1,125,116,Average,rental (private),Bromley,51.404543,0.014195,71,4,Bromley North,0.462939,Thames Water,63100,5100
{9D453D71-235B-42F5-B7C8-5336A6249EC2},2015-07-20T00:00:00Z,BR1 1AE,F,N,L,HAWKSWORTH HOUSE,FLAT 2,TETTY WAY,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,233500,50,C,1.1,1,125,116,Average,rental (private),Bromley,51.404543,0.014195,71,4,Bromley North,0.462939,Thames Water,63100,4670
{69EC144F-9145-473B-958F-B7A24B20FED7},2008-11-11T00:00:00Z,BR1 1AE,F,Y,L,HAWKSWORTH HOUSE,FLAT 2,TETTY WAY,BROMLEY,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,196125,50,C,1.1,1,125,116,Average,rental (private),Bromley,51.404543,0.014195,71,4,Bromley North,0.462939,Thames Water,63100,3922.5
{C18F412B-41D0-81A6-E053-6B04A8C0AD18},2021-02-12T00:00:00Z,BR1 1AE,F,N,L,HAWKSWORTH HOUSE,FLAT 3,TETTY WAY,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,400000,70,B,1.3,1.3,107,107,Good,Owner-occupied,Bromley,51.404543,0.014195,71,4,Bromley North,0.462939,Thames Water,63100,5714.285714
{2296B7BC-399E-4DE7-9585-CCE6A3C10A64},2008-10-23T00:00:00Z,BR1 1AE,F,Y,L,HAWKSWORTH HOUSE,FLAT 3,TETTY WAY,BROMLEY,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,260000,70,B,1.3,1.3,107,107,Good,Owner-occupied,Bromley,51.404543,0.014195,71,4,Bromley North,0.462939,Thames Water,63100,3714.285714
{2D1E4B26-BE01-FCD1-E050-A8C0630544EC},2015-11-02T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 10,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,270000,46,B,0.6,0.6,69,69,Very Good,unknown,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5869.565217
{369DFB16-26D6-3A19-E050-A8C0620518C6},2015-11-02T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 11,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,357500,62,B,0.9,0.9,81,81,Very Good,unknown,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5766.129032
{7E86B6FB-4232-458C-E053-6B04A8C0C84C},2018-11-23T00:00:00Z,BR1 1AF,F,N,L,WILLIAM HOUSE,FLAT 12,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,400000,75,B,0.7,0.7,55,55,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5333.333333
{2D1E4B26-BE10-FCD1-E050-A8C0630544EC},2015-12-18T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 12,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,387500,75,B,0.7,0.7,55,55,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5166.666667
{9FF0D96A-1CCA-11ED-E053-6C04A8C06383},2019-07-05T00:00:00Z,BR1 1AF,F,N,L,WILLIAM HOUSE,FLAT 14,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,380000,59,B,0.6,0.6,55,55,Very Good,unknown,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6440.677966
{2D1E4B26-BE0F-FCD1-E050-A8C0630544EC},2015-12-11T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 14,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,360000,59,B,0.6,0.6,55,55,Very Good,unknown,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6101.694915
{34428D7E-7292-B86C-E050-A8C06205059C},2015-12-16T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 15,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,280000,51,B,0.5,0.5,57,57,Very Good,unknown,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5490.196078
{773788C3-19BF-2CE4-E053-6C04A8C05E57},2018-08-23T00:00:00Z,BR1 1AF,F,N,L,WILLIAM HOUSE,FLAT 16,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,295000,43,B,0.6,0.6,80,80,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6860.465116
{2D1E4B26-BE0E-FCD1-E050-A8C0630544EC},2015-12-18T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 16,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,265000,43,B,0.6,0.6,80,80,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6162.790698
{2FD36065-F9B7-4BF8-E050-A8C0620562B1},2015-12-18T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 17,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,355000,62,B,0.8,0.8,72,72,Very Good,unknown,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5725.806452
{369DFB16-26DF-3A19-E050-A8C0620518C6},2015-12-03T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 18,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,260000,39,B,0.6,0.6,83,83,Very Good,unknown,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6666.666667
{2AC10E4F-F954-1AF6-E050-A8C063052BA1},2015-11-13T00:00:00Z,BR1 1AF,F,N,L,WILLIAM HOUSE,FLAT 19,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,268000,44,B,0.7,0.7,86,86,Very Good,unknown,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6090.909091
{7011B109-CAF9-8ED6-E053-6B04A8C075C1},2018-05-10T00:00:00Z,BR1 1AF,F,N,L,WILLIAM HOUSE,FLAT 20,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,315000,43,B,0.6,0.6,84,84,Very Good,unknown,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,7325.581395
{2D1E4B26-BE14-FCD1-E050-A8C0630544EC},2015-12-18T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 20,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,275000,43,B,0.6,0.6,84,84,Very Good,unknown,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6395.348837
{2D1E4B26-BE0D-FCD1-E050-A8C0630544EC},2015-12-11T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 21,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,367500,60,B,0.7,0.7,67,67,Very Good,unknown,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6125
{5F54B81D-A3FA-2B45-E053-6B04A8C01FB0},2017-10-17T00:00:00Z,BR1 1AF,F,N,L,WILLIAM HOUSE,FLAT 22,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,420000,59,B,0.7,0.7,68,68,Very Good,unknown,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,7118.644068
{2D1E4B26-BE0C-FCD1-E050-A8C0630544EC},2015-12-04T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 22,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,367500,59,B,0.7,0.7,68,68,Very Good,unknown,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6228.813559
{2FD36065-F9C2-4BF8-E050-A8C0620562B1},2015-12-11T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 23,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,270000,43,B,0.6,0.6,75,75,Very Good,unknown,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6279.069767
{2AC10E4F-F8F3-1AF6-E050-A8C063052BA1},2015-09-11T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 24,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,282500,48,B,0.6,0.6,72,72,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5885.416667
{2AC10E4F-F902-1AF6-E050-A8C063052BA1},2015-09-15T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 25,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,249000,44,B,0.5,0.5,70,70,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5659.090909
{2AC10E4F-F925-1AF6-E050-A8C063052BA1},2015-08-28T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 26,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,255000,46,B,0.6,0.6,69,69,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5543.478261
{2AC10E4F-F941-1AF6-E050-A8C063052BA1},2015-10-29T00:00:00Z,BR1 1AF,F,N,L,WILLIAM HOUSE,FLAT 27,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,B,A,BR1,275000,46,B,0.6,0.6,69,69,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5978.26087
{2AC10E4F-F931-1AF6-E050-A8C063052BA1},2015-09-18T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 28,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,250000,46,B,0.5,0.5,64,64,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5434.782609
{2D1E4B26-BDCB-FCD1-E050-A8C0630544EC},2015-10-29T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 29,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,370000,75,B,0.7,0.7,55,55,Very Good,unknown,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,4933.333333
{98C75472-4694-72E9-E053-6B04A8C042F0},2019-07-15T00:00:00Z,BR1 1AF,F,N,L,WILLIAM HOUSE,FLAT 2,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,99000,55,B,0.7,0.7,75,75,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,1800
{2D1E4B26-BE15-FCD1-E050-A8C0630544EC},2015-12-11T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 30,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,378000,75,B,0.7,0.7,55,55,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5040
{2D1E4B26-BE17-FCD1-E050-A8C0630544EC},2015-10-30T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 31,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,338000,59,B,0.7,0.7,68,68,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5728.813559
{2D1E4B26-BDDF-FCD1-E050-A8C0630544EC},2015-10-29T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 32,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,B,A,BR1,270000,51,B,0.6,0.6,69,69,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5294.117647
{5A9D8B55-A01A-68EB-E053-6B04A8C0D293},2017-03-17T00:00:00Z,BR1 1AF,F,N,L,WILLIAM HOUSE,FLAT 33,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,325000,43,B,0.5,0.5,65,65,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,7558.139535
{2AC10E4F-F939-1AF6-E050-A8C063052BA1},2015-09-23T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 33,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,245000,43,B,0.5,0.5,65,65,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5697.674419
{2D1E4B26-BDDB-FCD1-E050-A8C0630544EC},2015-10-26T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 34,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,340000,62,B,0.6,0.6,56,56,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5483.870968
{6B32222C-9AAE-01F1-E053-6C04A8C0D2C8},2018-03-14T00:00:00Z,BR1 1AF,F,N,L,WILLIAM HOUSE,FLAT 35,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,275000,39,B,0.5,0.5,67,67,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,7051.282051
{2D1E4B26-BDDA-FCD1-E050-A8C0630544EC},2015-10-22T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 35,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,B,A,BR1,242500,39,B,0.5,0.5,67,67,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6217.948718
{2AC10E4F-F960-1AF6-E050-A8C063052BA1},2015-10-23T00:00:00Z,BR1 1AF,F,N,L,WILLIAM HOUSE,FLAT 36,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,247500,44,B,0.5,0.5,70,70,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5625
{2AC10E4F-F92B-1AF6-E050-A8C063052BA1},2015-08-28T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 37,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,265000,43,B,0.5,0.5,69,69,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6162.790698
{2AC10E4F-F917-1AF6-E050-A8C063052BA1},2015-09-11T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 38,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,360000,60,B,0.6,0.6,54,54,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6000
{25EA59FA-2012-4D50-E050-A8C0630562D0},2015-08-28T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 39,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,360000,59,B,0.6,0.6,55,55,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6101.694915
{288DCE29-A4FE-E510-E050-A8C06205480E},2015-08-28T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 40,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,259950,42,B,0.5,0.5,63,63,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6189.285714
{2AC10E4F-F91F-1AF6-E050-A8C063052BA1},2015-08-28T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 41,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,286500,48,B,0.6,0.6,72,72,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5968.75
{288DCE29-A50F-E510-E050-A8C06205480E},2015-08-28T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 42,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,262500,44,B,0.5,0.5,70,70,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5965.909091
{369DFB16-26C0-3A19-E050-A8C0620518C6},2015-09-15T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 43,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,264000,46,B,0.6,0.6,69,69,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5739.130435
{726BF13B-37AA-0A46-E053-6C04A8C01D0D},2018-06-08T00:00:00Z,BR1 1AF,F,N,L,WILLIAM HOUSE,FLAT 44,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,315000,46,B,0.6,0.6,69,69,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6847.826087
{2D1E4B26-BDD8-FCD1-E050-A8C0630544EC},2015-10-29T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 44,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,264000,46,B,0.6,0.6,69,69,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5739.130435
{7011B109-CAF5-8ED6-E053-6B04A8C075C1},2018-05-25T00:00:00Z,BR1 1AF,F,N,L,WILLIAM HOUSE,FLAT 45,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,312000,46,B,0.6,0.6,69,69,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6782.608696
{2AC10E4F-F94E-1AF6-E050-A8C063052BA1},2015-08-28T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 45,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,264000,46,B,0.6,0.6,69,69,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5739.130435
{2AC10E4F-F916-1AF6-E050-A8C063052BA1},2015-09-18T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 46,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,357500,62,B,0.9,0.9,81,81,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5766.129032
{6B32222C-9AB2-01F1-E053-6C04A8C0D2C8},2018-03-28T00:00:00Z,BR1 1AF,F,N,L,WILLIAM HOUSE,FLAT 47,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,420000,75,B,0.7,0.7,55,55,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5600
{34428D7E-7287-B86C-E050-A8C06205059C},2015-10-28T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 47,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,385000,75,B,0.7,0.7,55,55,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5133.333333
{8355F009-617D-55C5-E053-6B04A8C0D090},2019-01-18T00:00:00Z,BR1 1AF,F,N,L,WILLIAM HOUSE,FLAT 48,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,360000,59,B,0.7,0.7,68,68,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6101.694915
{2AC10E4F-F928-1AF6-E050-A8C063052BA1},2015-10-26T00:00:00Z,BR1 1AF,F,Y,L,WILLIAM HOUSE,FLAT 48,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,345000,59,B,0.7,0.7,68,68,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,5847.457627
{79A74E22-11B6-1289-E053-6B04A8C01627},2018-10-09T00:00:00Z,BR1 1AF,F,N,L,WILLIAM HOUSE,FLAT 49,RINGERS ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,330000,51,B,0.6,0.6,69,69,Very Good,owner-occupied,Bromley,51.401392,0.014948,58,5,Bromley South,0.227664,Thames Water,63100,6470.588235
